,Demographics,,,,,,,,,,,,,,,,Employment,,,,,,Disability.Status,,,,,,Mental.Health,,,,,,,,COVID.Vaccine.and.Long.COVID,,,,,,Society.and.Arts,,,,,,,,,,Childcare,,,,,,,,Housing,,,,,,Health.Insurance,,Food.Security,,,,,,Internet.Security,,,,,,
SCRAM,EST_ST,EST_MSA,REGION,TBIRTH_YEAR,RHISPANIC,RRACE,EEDUC,MS,EGENID_BIRTH,SEXUAL_ORIENTATION_RV,THHLD_NUMPER,THHLD_NUMKID,TENROLLPUB,TENROLLPRV,TENROLLHMSCH,INCOME,WRKLOSSRV,ANYWORK,KINDWORK,RSNNOWRKRV,TWDAYS,TWDAYS_RESP,SEEING,HEARING,MOBILITY,REMEMBERING,SELFCARE,UNDERSTAND,ANXIOUS,WORRY,INTEREST,DOWN,MHLTH_NEED,MHLTH_GET,MHLTH_SATISFD,MHLTH_DIFFCLT,RECVDVACC,RVACCDATE,HADCOVIDRV,SYMPTOMS,LONGCOVID,SYMPTMIMPCT,SOCIAL1,SOCIAL2,SUPPORT1,SUPPORT2,SUPPORT3,SUPPORT4_RV,LIVENTERTAINMENT,ARTEXHIBIT,MOVIES,PARTINARTS,CHILDCARE,CHILDCARE_RSLT1,CHILDCARE_RSLT2,CHILDCARE_RSLT3,CHILDCARE_RSLT4,CHILDCARE_RSLT5,CHILDCARE_RSLT6,CHILDCARE_RSLT7,TENURE,LIVQTRRV,RENTCHNG,RENTCUR,MORTCUR,ENERGY,PRIVHLTH,PUBHLTH,EXPNS_DIF,CURFOODSUF,FREEFOOD,FDBENEFIT1,FDBENEFIT2,FDBENEFIT3,HOME_INTERNET,MOBILE_INTERNET,REDUCED_INT1,REDUCED_INT2,REDUCED_INT3,REDUCED_INT4,CANCEL_INTERNET
P090004480,Nevada,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1950,No,White,Bachelor's degree,3,1,2,2,0,0,0,0,4,2,2,6,5,4,4,2,1,2,1,1,1,2,1,2,1,4,4,4,6,1,1,2,5,5,5,3,4,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,6,4,1,3,4,1,1,2,1,2,1,2,2,1,1,2,2,2,2,5
P090004482,Maine,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1959,No,White,Some college (but degree not received or is in progress),1,2,2,2,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,2,3,3,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,1,3
P090004488,Arizona,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1972,No,White,Associate's degree,1,1,2,7,3,2,0,0,6,1,2,6,4,4,4,1,3,4,2,4,1,3,2,2,2,3,5,5,7,1,1,2,5,5,5,3,4,2,4,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,7,3,1,2,1,1,3,2,2,1,2,2,1,1,2,2,2,1,4
P090004501,Michigan,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1948,No,White,Some college (but degree not received or is in progress),3,2,2,3,0,0,0,0,1,1,2,6,5,4,4,2,2,3,2,2,1,2,4,4,2,4,4,4,6,2,4,2,5,5,5,4,3,3,2,4,5,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,1,2,1,4,2,1,2,2,2,1,1,2,2,2,2,5
P090004502,Idaho,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1956,No,White,Some college (but degree not received or is in progress),1,2,2,3,0,0,0,0,2,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,1,4,3,2,1,5,4,4,4,5,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004503,Colorado,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1947,No,White,High school graduate or equivalent,2,2,2,1,0,0,0,0,3,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,1,3,3,2,2,4,3,1,4,5,2,2,1,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004509,Pennsylvania,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1966,Yes,Other,Less than high school,5,1,3,10,5,4,0,0,3,1,2,6,6,4,4,2,2,1,3,3,2,2,2,2,4,2,2,2,3,2,4,1,4,1,2,4,2,1,1,4,5,2,2,2,4,1,1,2,2,2,2,2,2,3,1,6,2,3,1,2,2,4,3,1,1,1,1,2,1,2,2,2,2,5
P090004530,Colorado,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1950,No,White,Graduate degree,1,2,2,2,0,0,0,0,7,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,5,5,4,2,1,5,1,1,1,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004533,Connecticut,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1978,No,White,Bachelor's degree,1,1,2,6,3,3,0,0,8,2,1,2,10,1,1,1,1,1,1,1,1,2,1,2,2,3,5,5,7,1,3,1,3,3,2,1,4,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,7,3,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004540,New York,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1971,No,White,Bachelor's degree,1,1,2,4,2,2,0,0,8,2,1,2,10,2,2,1,1,1,1,1,1,4,2,1,2,3,5,5,7,1,1,1,4,3,2,3,4,4,1,1,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,3,1,2,2,2,2,1,1,2,2,2,2,5
P090004547,Michigan,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1988,No,White,Bachelor's degree,1,2,2,5,3,2,1,0,6,2,2,6,2,3,4,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,3,2,5,5,5,3,3,4,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090004556,Idaho,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1962,No,White,High school graduate or equivalent,1,1,2,1,0,0,0,0,2,2,2,6,6,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,4,3,2,1,2,3,2,2,2,3,3,3,3,3,3,3,3,3,4,1,7,3,3,1,2,2,4,4,2,1,2,2,1,1,2,2,2,2,5
P090004559,Oregon,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1958,No,White,Some college (but degree not received or is in progress),1,1,2,2,0,0,0,0,8,2,1,2,10,3,3,2,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,3,3,1,1,1,1,2,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004560,Utah,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1989,No,White,Some college (but degree not received or is in progress),1,2,2,4,2,1,0,1,3,1,2,6,4,4,4,1,1,3,2,2,1,2,2,2,2,2,1,1,1,2,4,2,5,5,5,2,3,1,1,1,1,2,2,2,4,2,2,2,2,2,2,2,2,3,3,1,2,3,2,1,1,4,2,2,1,2,2,1,1,1,2,2,2,2
P090004561,Nevada,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1992,No,White,Bachelor's degree,1,2,4,2,0,0,0,0,2,2,1,1,10,1,4,1,1,1,3,2,2,4,4,3,3,4,4,4,6,1,1,2,5,5,5,3,2,4,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,1,1,3,2,1,1,4,3,2,2,2,2,1,1,1,2,2,2,1
P090004565,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1985,Yes,White,Associate's degree,1,2,2,4,2,2,0,0,4,2,1,5,10,1,1,2,1,3,3,3,1,4,2,2,2,3,5,5,7,1,2,1,4,3,1,3,4,3,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,1,2,1,4,3,2,2,2,1,1,1,2,2,2,2,5
P090004568,Wisconsin,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1965,No,White,High school graduate or equivalent,1,2,2,2,0,0,0,0,5,2,1,2,10,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,6,2,4,1,4,3,3,1,4,1,2,4,1,1,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,5
P090004572,Illinois,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1942,Yes,White,Some college (but degree not received or is in progress),2,1,2,1,0,0,0,0,2,1,2,6,5,4,4,2,1,3,2,2,2,3,4,3,4,4,4,4,6,1,2,2,5,5,5,1,1,4,2,1,1,2,2,2,4,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004573,Arizona,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1936,No,White,High school graduate or equivalent,3,2,2,3,0,0,0,0,1,2,2,6,5,4,4,1,1,2,1,1,1,1,1,1,1,4,4,4,6,1,3,1,2,3,3,2,3,3,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,2,1,2,2,2,2,1,2,2,2,2,1,3
P090004579,Michigan,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1982,No,White,Some college (but degree not received or is in progress),1,1,2,6,4,4,0,0,7,2,1,2,10,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,5,5,5,1,4,1,3,4,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004581,South Carolina,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1979,No,Black,High school graduate or equivalent,5,2,2,3,1,1,0,0,1,1,2,6,4,4,4,2,1,3,2,2,1,2,2,2,2,3,5,5,7,2,4,2,5,5,5,1,3,3,1,2,1,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,1,3,1,2,1,3,3,2,1,2,2,1,1,1,2,2,2,2
P090004588,Nebraska,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1951,No,White,High school graduate or equivalent,3,2,2,1,0,0,0,0,1,2,2,6,5,4,4,1,1,1,2,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,2,4,1,1,4,4,2,2,2,2,3,3,3,3,3,3,3,3,3,6,3,1,3,4,2,1,2,1,2,1,2,1,1,1,1,2,2,2,3
P090004591,Washington,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1973,No,White,Bachelor's degree,1,2,2,4,2,2,0,0,7,2,1,1,10,3,3,1,1,1,1,1,1,1,1,1,2,3,5,5,7,1,1,2,5,5,5,2,4,2,2,1,4,1,2,1,1,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004592,Utah,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1990,No,White,Bachelor's degree,5,2,2,1,0,0,0,0,5,2,1,2,10,3,3,1,1,1,1,1,1,2,1,1,1,4,4,4,6,2,4,2,5,5,5,2,3,3,3,2,1,1,2,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004595,Tennessee,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1963,No,White,High school graduate or equivalent,1,1,2,2,0,0,0,0,3,2,2,6,4,4,4,1,1,2,2,2,2,3,2,2,3,4,4,4,6,2,4,2,5,5,5,2,4,3,2,4,4,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,3,1,1,3,2,2,2,2,2,1,1,1,2,2,2,2
P090004601,Kansas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1971,No,Other,Bachelor's degree,3,1,2,2,1,1,0,0,4,1,2,6,6,4,4,3,1,1,2,1,1,3,2,3,2,1,1,2,3,1,3,2,5,5,5,4,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,4,1,3,1,2,2,3,2,2,2,2,2,1,1,2,2,2,2,5
P090004602,Illinois,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1956,No,White,Some college (but degree not received or is in progress),1,2,2,2,0,0,0,0,3,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,3,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004603,Florida,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1966,No,White,Associate's degree,4,1,2,2,0,0,0,0,1,2,2,6,4,4,4,1,1,3,1,2,1,4,4,4,4,4,4,4,6,1,2,2,5,5,5,4,1,4,4,1,1,1,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,4,2,2,2,2,2,1,1,2,2,2,2,5
P090004609,Tennessee,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1993,No,White,Some college (but degree not received or is in progress),1,2,2,4,2,1,0,0,4,2,1,2,10,3,3,1,1,1,1,1,1,1,1,1,1,3,5,5,7,2,4,2,5,5,5,2,4,4,4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,7,3,4,4,1,2,2,1,2,2,2,2,1,1,1,2,2,2,3
P090004634,Idaho,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1949,No,White,Some college (but degree not received or is in progress),1,2,2,2,0,0,0,0,5,2,2,6,5,4,4,1,1,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,1,1,2,3,2,2,2,2,3,3,3,3,3,3,3,3,1,3,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004643,Massachusetts,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1969,No,Asian,Graduate degree,1,1,2,4,0,0,0,0,8,2,1,3,10,3,2,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,3,2,2,4,5,2,1,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004644,Maryland,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1960,No,White,Bachelor's degree,1,2,2,2,0,0,0,0,5,2,1,4,10,3,3,1,1,1,2,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,4,4,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004646,New Hampshire,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1938,No,White,Associate's degree,1,1,2,2,0,0,0,0,4,1,2,6,5,4,4,2,2,2,2,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,5,4,3,4,5,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090004649,Virginia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1996,No,White,Bachelor's degree,1,2,3,2,0,0,0,0,6,2,1,1,10,2,2,1,1,1,3,2,2,3,2,1,2,4,4,4,6,1,2,2,5,5,5,2,3,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,7,7,3,1,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,5
P090004653,Utah,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1967,No,White,High school graduate or equivalent,3,2,2,3,0,0,0,0,1,2,2,6,4,4,4,3,1,1,2,1,1,3,3,2,3,4,4,4,6,1,3,2,5,5,5,3,2,4,1,4,4,2,2,2,1,3,3,3,3,3,3,3,3,4,1,7,3,3,1,2,1,4,2,2,1,2,2,1,1,2,2,2,1,1
P090004654,Colorado,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1968,No,White,Graduate degree,1,1,2,4,0,0,0,0,7,2,1,2,10,2,2,2,1,2,2,1,1,2,2,1,1,4,4,4,6,1,3,1,4,3,1,2,4,2,2,1,1,2,2,1,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090004662,New Hampshire,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1936,No,White,Less than high school,2,2,2,1,0,0,0,0,1,2,2,6,5,4,4,2,3,2,2,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,3,4,3,4,5,2,2,2,2,3,3,3,3,3,3,3,3,1,3,7,3,4,4,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090004663,New Hampshire,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1960,No,White,Graduate degree,1,2,2,2,0,0,0,0,6,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,1,2,3,3,1,5,3,3,2,5,1,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,3,2,1,2,2,2,2,1,1,2,2,2,2,5
P090004670,Nebraska,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1976,Yes,White,Associate's degree,1,2,2,3,1,1,0,0,4,2,2,6,1,4,4,1,2,1,1,1,1,1,2,1,1,3,5,5,7,1,2,2,5,5,5,2,3,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,7,3,4,3,2,2,2,1,2,2,2,1,1,1,2,2,2,2,5
P090004678,Minnesota,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1975,Yes,White,High school graduate or equivalent,1,1,2,2,0,0,0,0,7,2,1,2,10,1,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,1,5,1,3,2,5,2,2,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090004680,Tennessee,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1976,No,White,Some college (but degree not received or is in progress),1,2,2,6,2,1,0,0,1,1,2,6,8,4,4,2,1,1,2,1,1,2,2,1,2,3,5,5,7,1,3,1,3,1,2,3,3,2,1,3,1,2,2,2,4,2,2,2,2,2,2,2,2,2,1,7,3,1,1,2,1,4,2,1,2,2,2,1,1,2,2,2,2,5
P090004682,West Virginia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1952,No,White,Bachelor's degree,2,1,2,1,0,0,0,0,4,2,2,6,5,4,4,2,2,2,1,1,1,1,1,2,1,4,4,4,6,1,2,2,5,5,5,2,3,2,3,1,1,2,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090004683,Oregon,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1983,No,White,Some college (but degree not received or is in progress),1,1,2,4,2,2,0,0,8,2,1,2,10,3,3,1,1,1,1,1,1,1,1,1,1,3,5,5,7,1,3,2,5,5,5,1,5,2,2,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004685,Hawaii,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1986,No,White,Graduate degree,1,2,2,2,0,0,0,0,8,2,1,2,10,3,3,2,2,1,2,1,1,4,4,1,1,4,4,4,6,1,1,2,5,5,5,1,4,1,2,1,1,1,1,1,2,3,3,3,3,3,3,3,3,2,6,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004686,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1956,No,White,Graduate degree,5,1,1,1,0,0,0,0,3,2,1,1,10,1,4,2,1,1,1,1,1,3,2,1,2,4,4,4,6,1,1,2,5,5,5,2,4,3,3,1,5,2,1,1,2,3,3,3,3,3,3,3,3,3,6,1,1,3,4,1,1,1,1,1,2,2,2,1,1,2,2,2,2,5
P090004688,Pennsylvania,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1949,No,White,Associate's degree,5,2,2,1,0,0,0,0,2,2,2,6,5,4,4,2,1,2,2,2,1,1,1,2,1,4,4,4,6,1,1,2,5,5,5,4,3,2,1,1,1,2,2,2,4,3,3,3,3,3,3,3,3,3,2,3,1,3,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,5
P090004705,South Carolina,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1943,No,White,Bachelor's degree,1,1,2,2,0,0,0,0,8,2,1,4,10,1,1,2,2,2,2,1,1,1,1,1,1,4,4,4,6,1,2,1,1,3,1,1,4,2,2,1,1,1,2,1,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004708,Maine,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1940,No,White,Graduate degree,1,1,2,2,0,0,0,0,4,2,2,6,5,4,4,1,1,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,3,2,4,5,1,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004712,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1979,No,Other,Bachelor's degree,1,1,2,5,3,3,0,0,6,2,1,1,10,2,2,1,1,1,1,1,1,1,1,1,1,3,5,5,7,1,3,2,5,5,5,3,3,1,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004715,Minnesota,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1963,No,White,Bachelor's degree,1,2,2,2,0,0,0,0,4,2,2,6,4,4,4,2,1,4,2,4,1,2,2,2,2,4,4,4,6,1,1,2,5,5,5,2,3,1,3,4,5,1,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,2,2,1,3,2,2,2,2,2,1,2,2,2,2,2,5
P090004724,Kentucky,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1980,No,White,Graduate degree,1,2,2,5,2,1,1,0,7,2,1,1,10,1,4,1,1,1,1,1,1,2,2,1,1,3,5,5,7,1,1,2,5,5,5,1,4,2,1,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,7,3,1,1,1,2,4,1,2,2,2,2,1,1,2,2,2,2,5
P090004736,Utah,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1973,No,Other,Some college (but degree not received or is in progress),1,2,2,3,0,0,0,0,6,2,1,4,10,1,3,2,1,1,1,1,1,2,1,1,1,4,4,4,6,1,3,2,5,5,5,1,5,4,4,4,5,1,1,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,3,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004737,Texas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1949,No,White,Some college (but degree not received or is in progress),1,2,2,2,0,0,0,0,5,2,2,6,5,4,4,1,1,1,2,1,1,1,1,2,2,4,4,4,6,2,4,2,5,5,5,3,4,3,2,4,5,2,2,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,2,2,2,2,2,1,1,2,2,2,2,5
P090004738,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1978,No,White,Graduate degree,1,1,2,3,1,0,1,0,8,2,1,2,10,3,3,1,1,1,2,1,1,2,1,2,2,3,5,5,7,1,2,1,3,3,2,2,3,4,2,2,3,1,2,1,1,1,2,1,1,2,2,2,1,3,2,1,1,3,3,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090004744,Idaho,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1951,No,White,Bachelor's degree,1,1,2,2,0,0,0,0,6,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,4,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004746,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1940,No,White,Graduate degree,1,2,2,2,0,0,0,0,8,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,2,3,1,5,1,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,1,3
P090004747,Nebraska,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1950,No,White,Bachelor's degree,2,2,2,1,0,0,0,0,5,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,2,3,2,2,3,5,2,1,2,2,3,3,3,3,3,3,3,3,2,4,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004751,Michigan,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1950,No,White,Bachelor's degree,5,1,2,1,0,0,0,0,3,2,2,6,5,4,4,2,1,2,2,2,1,4,4,4,4,4,4,4,6,1,2,2,5,5,5,4,1,3,1,1,5,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,3,3,2,2,2,2,1,1,2,2,2,2,5
P090004767,Tennessee,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1988,No,White,Bachelor's degree,1,2,2,2,0,0,0,0,5,2,1,3,10,1,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,2,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004774,Washington,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1941,No,Asian,Graduate degree,5,2,2,2,0,0,0,0,1,2,2,6,5,4,4,1,2,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,4,2,4,5,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,2,3,4,1,1,1,2,2,2,2,2,1,1,2,2,2,2,5
P090004779,Washington,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1956,No,White,Graduate degree,1,2,2,2,0,0,0,0,5,2,2,6,5,4,4,2,1,1,1,1,1,2,1,1,1,4,4,4,6,1,1,2,5,5,5,4,4,2,1,1,5,1,1,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090004782,Louisiana,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1958,No,White,Bachelor's degree,1,2,2,2,0,0,0,0,5,2,2,6,5,4,4,2,2,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,2,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,3,2,2,2,2,2,1,1,2,2,2,2,5
P090004783,Delaware,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,2003,No,White,Some college (but degree not received or is in progress),5,1,3,3,0,0,0,0,3,2,2,6,9,4,4,1,1,1,1,1,1,1,3,1,2,4,4,4,6,1,3,2,5,5,5,3,2,4,2,1,1,1,2,2,4,3,3,3,3,3,3,3,3,1,2,7,3,4,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
