,Demographics,,,,,,,,,,,,,,,,Employment,,,,,,Disability Status,,,,,,Mental Health,,,,,,,,COVID Vaccine and Long COVID,,,,,,Society and Arts,,,,,,,,,,Childcare,,,,,,,,Housing,,,,,,Health Insurance,,Food Security,,,,,,Internet Security,,,,,,
P090009661,42,37980,,1988,1,1,6,5,2,2,1,0,0,0,0,5,2,1,3,10,1,1,1,1,1,1,1,1,2,2,1,1,4,4,4,6,1,2,2,5,5,5,2,4,4,1,1,4,2,1,2,1,3,3,3,3,3,3,3,3,3,6,4,1,3,4,1,3,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009665,54,,,1951,1,1,6,1,1,1,2,0,0,0,0,2,2,2,6,5,4,4,2,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,5,1,2,2,5,2,2,2,4,3,3,3,3,3,3,3,3,2,2,7,3,1,1,1,1,3,3,2,1,2,2,1,1,1,2,2,2,3
P090009668,11,47900,,1950,1,2,6,5,2,2,1,0,0,0,0,1,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,3,4,4,1,3,3,2,2,1,4,3,3,3,3,3,3,3,3,3,2,3,1,3,4,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2
P090009670,18,,,1959,1,2,4,5,2,2,2,0,0,0,0,1,2,2,6,4,4,4,1,1,3,2,1,1,1,2,1,1,4,4,4,6,1,3,2,5,5,5,1,3,4,1,4,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,2,1,1,4,3,2,2,2,2,1,1,2,2,2,2,5
P090009674,27,,,1988,1,1,7,1,1,2,6,3,2,0,0,8,2,1,3,10,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,7,1,2,2,5,5,5,2,4,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009676,45,,,1944,1,1,7,1,1,2,2,0,0,0,0,8,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,5,2,3,4,5,2,2,1,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009679,47,,,1960,1,1,4,1,2,2,2,0,0,0,0,2,2,2,6,5,4,4,1,1,2,1,1,1,4,3,2,2,4,4,4,6,2,4,2,5,5,5,1,5,3,1,4,1,2,2,2,2,3,3,3,3,3,3,3,3,1,1,7,3,4,3,2,2,3,2,2,2,2,2,1,2,2,2,2,2,5
P090009692,32,,,1945,1,1,6,2,2,2,1,0,0,0,0,5,2,2,6,5,4,4,1,1,2,2,1,1,1,1,2,1,4,4,4,6,1,1,2,5,5,5,2,3,2,3,1,5,2,1,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009697,53,,,1950,1,1,4,3,1,2,2,0,0,0,0,6,2,2,6,1,2,4,1,1,2,1,1,1,1,1,3,1,4,4,4,6,1,3,2,5,5,5,1,4,4,2,1,5,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009715,10,,,1969,1,1,3,1,2,2,2,0,0,0,0,1,2,2,6,5,4,4,2,1,2,1,1,1,1,1,1,1,4,4,4,6,1,1,1,3,3,1,2,4,3,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009716,8,,,1973,1,1,4,1,1,2,3,1,1,0,0,7,2,2,6,5,4,4,1,3,2,1,1,1,1,1,1,1,3,5,5,7,1,3,2,5,5,5,1,4,4,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,2,1,3,2,1,2,2,2,2,1,1,2,2,2,2,5
P090009722,22,,,1998,1,1,6,5,2,2,2,0,0,0,0,7,2,1,2,10,3,4,1,1,1,1,1,1,3,2,2,2,4,4,4,6,1,3,2,5,5,5,4,4,1,1,1,1,2,1,2,3,3,3,3,3,3,3,3,3,2,3,7,3,1,4,1,2,2,1,2,2,2,2,1,1,1,2,2,2,3
P090009724,28,,,1947,1,1,4,2,2,2,1,0,0,0,0,1,2,2,6,5,4,4,2,2,2,2,1,1,2,1,2,2,4,4,4,6,2,4,2,5,5,5,2,4,3,3,2,3,2,2,2,4,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5
P090009728,41,,,1949,1,1,6,3,2,2,2,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,2,2,2,2,4,4,4,6,1,2,1,4,3,2,3,4,1,2,1,5,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009730,48,19100,,1952,1,3,7,1,1,2,2,0,0,0,0,6,2,2,6,5,4,4,2,2,2,2,2,2,1,1,2,2,4,4,4,6,1,2,2,5,5,5,2,3,2,1,2,1,2,2,2,4,3,3,3,3,3,3,3,3,1,3,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009732,12,33100,,1965,2,1,7,1,1,2,2,0,0,0,0,8,2,1,4,10,1,4,2,1,1,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,5,5,3,1,1,1,2,2,1,2,3,3,3,3,3,3,3,3,2,6,7,3,1,4,1,2,3,2,2,2,2,2,1,1,2,2,2,2,5
P090009734,4,38060,,1962,1,1,5,1,1,2,3,0,0,0,0,5,2,1,4,10,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,2,4,4,4,1,5,1,2,1,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009740,4,38060,,1967,1,1,4,1,1,2,2,0,0,0,0,6,2,1,1,10,2,4,2,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,3,5,3,3,4,3,1,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090009742,24,47900,,1942,1,1,6,1,2,2,2,0,0,0,0,6,2,2,6,5,4,4,3,1,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,4,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090009748,49,,,1956,1,1,7,3,2,2,1,0,0,0,0,1,2,2,6,9,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,4,3,4,5,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,3,2,1,2,3,2,2,2,2,2,1,1,2,2,2,2,5
P090009751,41,,,1991,1,1,4,5,2,3,2,0,0,0,0,1,2,2,6,4,4,4,1,1,2,3,2,2,2,2,2,3,4,4,4,6,1,1,2,5,5,5,3,3,1,1,1,5,2,1,1,2,3,3,3,3,3,3,3,3,3,6,3,1,3,4,2,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090009758,11,47900,,1948,1,1,7,1,2,2,2,0,0,0,0,8,2,2,6,5,4,4,1,1,1,2,1,1,2,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,2,2,4,5,2,1,2,1,3,3,3,3,3,3,3,3,1,6,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009761,36,35620,,1950,2,1,7,3,1,2,1,0,0,0,0,5,2,2,6,6,4,4,1,2,2,1,1,1,2,2,3,3,4,4,4,6,1,2,2,5,5,5,3,2,1,1,4,4,2,2,2,2,3,3,3,3,3,3,3,3,1,6,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009765,36,35620,,1996,1,1,7,5,1,2,2,0,0,0,0,5,2,1,2,10,2,2,1,1,1,1,1,1,1,1,2,1,4,4,4,6,1,3,2,5,5,5,1,4,1,2,1,1,1,2,2,1,3,3,3,3,3,3,3,3,3,6,4,1,3,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090009768,6,40140,,1967,1,2,4,3,2,2,1,0,0,0,0,6,2,1,1,10,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,3,2,4,5,1,2,2,3,3,3,3,3,3,3,3,3,1,3,7,3,4,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,5
P090009769,6,31080,,1952,1,3,7,1,2,2,2,0,0,0,0,6,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,2,4,4,2,4,4,2,2,2,4,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009770,42,37980,,1989,1,3,7,1,2,2,2,0,0,0,0,7,2,1,2,10,3,2,1,1,1,1,1,1,1,1,2,1,4,4,4,6,1,1,2,5,5,5,2,5,1,1,1,3,2,1,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090009771,23,,,1960,1,1,4,3,2,2,1,0,0,0,0,1,2,2,6,1,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,3,3,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,2,2,1,2,2,2,2,1,1,1,2,2,2,3
P090009776,39,,,1974,1,1,5,3,2,2,1,0,0,0,0,4,2,1,4,10,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,1,4,4,3,4,5,2,2,2,1,3,3,3,3,3,3,3,3,2,3,7,3,1,4,2,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009780,48,26420,,1967,1,2,3,3,2,2,3,2,2,0,0,1,2,2,6,4,4,4,2,1,3,2,2,1,1,2,2,2,1,1,1,1,1,3,2,5,5,5,3,3,2,3,2,1,2,2,2,4,2,2,2,2,2,2,2,2,3,2,2,1,3,1,2,1,2,3,2,1,2,2,1,1,2,2,2,2,5
P090009781,18,,,1955,1,1,3,2,2,2,1,0,0,0,0,2,2,2,6,5,4,4,1,1,2,1,1,1,2,1,1,1,4,4,4,6,1,1,2,5,5,5,2,3,3,2,4,1,1,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,1,1,2,2,2,2,2,1,2,2,2,2,5
P090009783,49,,,1956,1,1,4,3,1,4,1,0,0,0,0,1,1,2,6,5,4,4,1,1,2,2,1,1,1,1,1,2,4,4,4,6,1,3,2,5,5,5,3,3,1,1,1,2,2,2,1,2,3,3,3,3,3,3,3,3,1,2,7,3,4,3,1,1,3,2,1,2,2,2,2,1,2,2,2,2,5
P090009795,53,42660,,1949,2,4,4,3,2,2,1,0,0,0,0,1,2,2,6,5,4,4,2,1,3,3,1,2,3,2,4,4,4,4,4,6,1,1,1,3,3,1,3,3,3,3,1,5,2,1,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090009797,42,37980,,1953,1,1,3,3,2,2,1,0,0,0,0,2,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,2,4,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,6,3,1,3,4,2,1,2,2,2,2,2,2,1,3,2,2,2,2,5
P090009801,40,,,1957,1,1,4,1,1,2,2,0,0,0,0,2,2,2,6,5,4,4,1,2,2,1,1,1,1,1,1,1,4,4,4,6,1,3,1,3,3,2,1,5,3,1,1,1,2,2,2,4,3,3,3,3,3,3,3,3,1,2,7,3,4,3,1,1,3,2,2,2,2,2,1,1,2,2,2,2,5
P090009804,53,,,1944,1,1,5,1,2,2,2,0,0,0,0,6,2,2,6,5,4,4,1,2,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,5,3,2,1,1,1,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009813,9,,,1954,1,1,7,3,1,2,4,0,0,0,0,5,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,4,2,2,1,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009815,4,,,1977,1,1,6,4,1,3,2,0,0,0,0,6,2,1,2,10,3,3,1,1,1,2,1,2,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,3,4,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,1,1,1,2,2,2,1,1,2,2,2,2,5
P090009816,49,,,1952,1,1,7,1,2,2,4,0,0,0,0,5,2,2,6,5,4,4,2,1,1,2,1,1,1,1,1,2,4,4,4,6,1,3,2,5,5,5,2,3,4,1,1,1,2,1,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2
P090009827,48,,,1961,1,1,4,3,2,2,3,0,0,0,0,2,2,2,6,4,4,4,2,2,2,4,3,2,4,4,4,2,4,4,4,6,1,3,2,5,5,5,4,2,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,1,1,2,4,3,2,2,2,2,1,1,2,2,2,2,5
P090009833,6,41860,,1983,1,2,7,1,2,2,4,2,2,0,0,8,2,1,2,10,2,4,1,1,1,2,1,1,2,1,1,1,2,1,2,3,1,1,2,5,5,5,4,4,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009842,47,,,1989,1,1,6,1,2,2,2,0,0,0,0,5,2,1,1,10,2,4,1,1,1,1,1,1,2,2,2,2,4,4,4,6,1,3,1,3,1,3,2,4,3,2,1,5,2,2,2,3,3,3,3,3,3,3,3,3,3,6,5,1,3,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009848,16,,,1979,1,1,5,1,2,2,4,1,1,0,0,6,2,2,6,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,5,5,2,5,4,2,4,5,2,2,2,1,2,2,2,2,2,2,2,2,1,2,7,3,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009849,26,,,1959,1,1,3,2,2,2,2,0,0,0,0,1,2,2,6,5,4,4,1,1,2,2,2,1,2,2,4,1,4,4,4,6,1,1,2,5,5,5,1,2,4,4,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,3,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090009859,12,,,1969,1,1,6,1,1,2,3,0,0,0,0,6,2,1,4,10,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,2,5,4,4,1,2,1,1,1,1,3,3,3,3,3,3,3,3,2,2,7,3,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090009862,28,,,1962,1,1,5,3,2,2,1,0,0,0,0,1,1,2,6,4,4,4,1,1,2,2,1,1,1,1,2,2,4,4,4,6,1,2,1,3,3,1,2,3,3,1,3,1,1,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,1,1,2,4,2,2,2,2,2,1,1,2,2,2,2,5
P090009875,17,16980,,1999,1,1,6,1,1,1,2,0,0,0,0,6,2,1,2,10,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,2,4,2,2,1,3,2,2,2,3,3,3,3,3,3,3,3,3,3,6,1,1,3,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009877,41,,,1982,1,1,6,5,2,2,2,0,0,0,0,7,2,1,2,10,3,3,2,1,1,2,1,1,2,1,2,1,4,4,4,6,1,2,1,2,1,3,1,4,1,1,1,2,1,2,2,2,3,3,3,3,3,3,3,3,3,5,4,1,3,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009881,55,,,1956,1,1,6,3,1,2,2,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,1,4,1,1,4,1,1,2,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009882,11,47900,,1995,1,2,6,5,1,4,1,0,0,0,0,4,2,1,3,10,1,1,1,1,1,1,1,1,2,1,3,2,4,4,4,6,1,2,2,5,5,5,3,3,1,2,1,5,2,1,1,2,3,3,3,3,3,3,3,3,3,6,2,1,3,3,1,2,3,2,2,2,2,2,1,1,2,2,2,2,5
P090009884,44,,,1957,1,1,4,5,1,2,1,0,0,0,0,3,2,2,6,5,4,4,1,2,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,2,2,4,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009890,4,38060,,1946,1,1,7,1,1,2,2,0,0,0,0,3,2,2,6,5,4,4,2,1,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,2,3,4,1,1,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,3,2,1,2,2,2,2,1,1,2,2,2,2,5
P090009891,53,42660,,1953,2,1,4,5,1,1,2,0,0,0,0,5,1,1,2,10,1,1,3,1,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,4,5,4,2,2,1,2,2,2,1,3,3,3,3,3,3,3,3,3,4,3,1,3,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009892,35,,,1987,1,1,6,1,2,2,6,4,3,0,0,7,2,2,6,2,1,4,1,1,1,1,1,1,2,1,1,1,3,5,5,7,1,3,2,5,5,5,2,3,1,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,7,3,4,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,5
P090009893,26,,,1954,1,1,7,3,2,2,1,0,0,0,0,1,2,1,3,10,3,3,1,2,2,1,1,1,1,1,1,1,4,4,4,6,1,3,1,4,3,2,2,4,4,3,4,5,1,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090009901,6,31080,,1945,1,1,3,2,2,2,1,0,0,0,0,3,2,2,6,5,4,4,2,1,2,1,1,1,1,2,1,1,4,4,4,6,1,2,2,5,5,5,2,3,2,1,2,1,2,2,2,2,3,3,3,3,3,3,3,3,3,2,1,1,3,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009906,2,,,1951,1,2,6,1,1,4,1,0,0,0,0,4,2,2,6,4,4,4,1,2,2,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,4,5,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009916,48,,,1950,1,1,6,1,1,2,2,0,0,0,0,6,2,2,6,5,4,4,1,2,2,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,5,4,2,4,1,2,2,1,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009918,13,12060,,1980,1,1,7,1,2,2,3,0,0,0,0,5,2,2,6,4,4,4,2,2,3,3,2,2,3,2,2,1,4,4,4,6,1,1,2,5,5,5,2,3,2,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,1,1,1,4,2,2,2,2,2,1,1,2,2,2,2,5
P090009923,47,,,1976,1,1,7,1,2,2,4,2,2,0,0,6,2,1,4,10,3,3,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,3,3,2,1,3,4,2,1,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009927,6,40140,,1941,1,1,5,2,2,2,1,0,0,0,0,1,2,2,6,5,4,4,1,2,4,1,1,1,2,1,3,2,4,4,4,6,2,4,2,5,5,5,4,3,1,1,4,1,2,2,2,3,3,3,3,3,3,3,3,3,2,3,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009929,39,,,1945,1,1,6,1,1,2,2,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,1,2,1,2,4,4,4,6,1,1,2,5,5,5,2,4,2,2,4,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009931,48,,,1978,1,2,3,5,2,2,4,0,0,0,0,1,2,2,6,3,3,4,2,1,1,1,1,1,4,2,2,2,4,4,4,6,1,3,1,4,1,2,3,3,2,1,1,1,2,2,2,4,3,3,3,3,3,3,3,3,3,2,5,1,3,1,1,2,4,3,1,1,2,2,1,1,2,2,2,2,5
P090009935,25,14460,,1966,1,1,7,5,2,2,3,0,0,0,0,3,2,2,6,4,4,4,2,1,1,2,1,2,4,4,2,4,4,4,4,6,1,1,2,5,5,5,4,2,1,1,4,1,2,2,2,3,3,3,3,3,3,3,3,3,3,5,3,1,3,4,2,1,3,1,2,1,2,2,1,3,2,2,2,2,5
P090009937,48,19100,,1950,1,1,5,2,2,2,2,0,0,0,0,2,2,2,6,5,4,4,3,2,2,1,1,1,2,1,1,1,4,4,4,6,2,4,2,5,5,5,2,3,3,2,3,1,2,2,2,4,3,3,3,3,3,3,3,3,2,1,7,3,1,4,1,1,3,2,2,2,2,2,1,1,2,2,2,2,5
P090009952,20,,,1947,1,1,7,1,2,4,2,0,0,0,0,2,2,2,6,5,4,4,3,1,3,2,2,1,1,1,3,2,4,4,4,6,1,1,2,5,5,5,3,1,1,1,4,1,2,2,2,4,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,2,1,2,2,2,2,1,1,2,2,2,1,3
P090009954,32,,,1996,1,1,7,5,2,2,2,0,0,0,0,7,2,1,2,10,3,3,1,1,1,1,1,1,2,1,1,1,4,4,4,6,1,3,2,5,5,5,2,3,3,2,3,4,2,2,1,3,3,3,3,3,3,3,3,3,3,6,4,1,3,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,5
P090009957,17,16980,,1949,1,1,5,1,1,2,2,0,0,0,0,5,2,2,6,5,4,4,1,1,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,1,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,3,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090009963,42,37980,,1951,1,1,3,3,1,2,1,0,0,0,0,1,2,2,6,5,4,4,1,1,3,1,1,1,2,1,2,1,4,4,4,6,1,3,2,5,5,5,2,3,4,1,2,1,2,2,2,2,3,3,3,3,3,3,3,3,3,6,3,1,3,2,2,1,3,2,2,1,2,2,2,1,2,2,2,2,5
P090009970,21,,,1999,2,4,4,5,1,2,7,0,0,0,0,3,1,2,6,9,4,4,1,1,1,2,1,1,1,2,1,2,4,4,4,6,2,4,2,5,5,5,4,2,1,1,1,2,1,2,2,1,3,3,3,3,3,3,3,3,1,1,7,3,4,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,5
P090009973,19,,,1946,1,1,7,1,2,2,2,0,0,0,0,4,2,2,6,5,4,4,2,2,3,1,1,1,2,2,1,2,4,4,4,6,1,3,2,5,5,5,1,4,2,2,4,5,2,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,5
P090009974,38,,,1948,1,1,6,1,1,2,2,0,0,0,0,3,2,2,6,5,4,4,2,1,1,2,1,1,1,1,1,1,4,4,4,6,1,1,1,3,3,2,1,4,2,1,4,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090009983,31,,,1986,1,1,6,1,2,2,4,1,0,1,0,8,2,1,4,10,2,2,1,1,1,2,1,1,1,1,1,1,3,5,5,7,1,3,2,5,5,5,3,5,4,2,4,5,1,2,2,3,1,2,2,2,2,2,2,1,2,2,7,3,1,4,1,2,1,2,2,2,2,2,1,1,2,2,2,2,5
P090010002,26,,,1953,1,1,2,1,2,2,2,0,0,0,0,4,2,2,6,5,4,4,2,1,2,2,1,1,2,1,1,1,4,4,4,6,1,3,2,5,5,5,1,4,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,3,1,2,2,2,2,1,1,2,2,2,2,5
P090010007,4,,,1968,1,1,4,1,2,2,4,0,0,0,0,6,1,2,6,2,4,4,1,1,2,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,2,5,4,4,4,5,2,2,2,4,3,3,3,3,3,3,3,3,3,2,3,1,3,2,1,2,3,3,2,2,2,2,1,1,2,2,2,2,5
P090010013,41,,,1950,1,1,3,2,2,2,1,0,0,0,0,2,2,2,6,5,4,4,1,1,1,1,1,1,1,2,1,1,4,4,4,6,1,1,2,5,5,5,2,3,3,2,2,3,1,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,3,1,2,2,2,2,1,1,2,2,2,2,5
P090010017,4,38060,,1949,1,1,7,2,2,2,1,0,0,0,0,4,2,2,6,5,4,4,2,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,3,2,3,1,2,1,2,1,3,3,3,3,3,3,3,3,3,6,3,1,3,4,3,1,1,1,2,2,2,2,1,2,2,2,2,2,5
P090010021,37,,,1955,1,1,7,1,1,2,4,0,0,0,0,3,2,2,6,5,3,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,1,2,4,1,2,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090010022,6,,,1953,1,1,3,5,1,2,1,0,0,0,0,1,2,2,6,5,4,4,2,2,1,2,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,2,2,1,1,2,1,1,2,3,3,3,3,3,3,3,3,3,6,6,1,3,4,2,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090010025,38,,,1956,1,1,3,5,1,2,1,0,0,0,0,2,2,2,6,5,4,4,1,1,2,1,1,1,2,1,3,1,4,4,4,6,1,2,2,5,5,5,4,4,2,1,1,1,2,1,2,3,3,3,3,3,3,3,3,3,1,5,7,3,4,4,3,1,2,2,2,2,2,2,1,1,2,2,2,1,3
P090010028,51,,,1980,2,4,1,2,2,2,1,0,0,0,0,1,2,2,6,3,4,4,1,2,2,1,1,2,3,3,1,2,4,4,4,6,1,1,2,5,5,5,2,3,1,4,1,3,1,2,2,3,3,3,3,3,3,3,3,3,1,3,7,3,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5
P090010031,45,,,1948,1,1,3,1,1,2,2,0,0,0,0,2,2,2,6,5,4,4,2,2,1,2,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,4,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090010036,12,,,1986,1,1,5,5,2,4,3,2,0,0,2,1,2,2,6,2,4,4,1,1,2,3,2,1,4,4,4,4,2,1,2,3,1,3,1,4,3,1,3,2,4,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,3,1,1,1,3,2,2,1,4,2,2,1,2,2,1,1,1,1,2,2,1
